"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71","Column 72","Column 73","Column 74","Column 75","Column 76","Column 77","Column 78"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/551332/garrett-stephens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","Garrett Stephens","DB","5-9","188","JR","Louisville, KY"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4059835/anthony-gilga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","Anthony Gilga","DB","5-11","177","JR","Clermont, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/559561/teez-tabor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","Teez Tabor","DB","6-0","201","JR","Washington, DC"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3915098/jordan-cronkrite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","Jordan Cronkrite","RB","5-11","204","SO","Miami, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3915101/tyriek-hopkins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","Tyriek Hopkins","RB","5-8","177","FR","--"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4034956/david-reese","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","David Reese","LB","6-0","244","FR","Farmington, MI"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/546305/alex-anzalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","Alex Anzalone","LB","6-3","241","JR","Wyomissing, PA"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/4043891/joseph-putu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","Joseph Putu","DB","6-2","195","JR","Providence, RI"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/3686222/eddie-giles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","Eddie Giles","DB","5-9","167","SO","Jupiter, FL"
"","","11/1/2016 11:25:55 PM","http://www.espn.com/college-football/team/roster/_/id/57","http://www.espn.com/college-football/player/_/id/535916/mark-herndon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","Mark Herndon","RB","5-9","209","SR","Ocala, FL"
