"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071271/kristen-miller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","Kristen Miller","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3912749/sam-philippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","Sam Philippi","DB","6-1","190","SO","Coto De Caza, CA"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4070990/alexa-schneck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","Alexa Schneck","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3912724/nico-ament","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Nico Ament","LB","6-2","200","SO","Anaheim, CA"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/533685/alex-matthews","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Alex Matthews","QB","6-3","215","JR","Lake Oswego, OR"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4070987/alexa-murray","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Alexa Murray","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071278/lindsey-sawczuk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Lindsey Sawczuk","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4034332/michael-collins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","Michael Collins","QB","6-5","210","FR","New Canaan, CT"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/549022/danny-ferens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","Danny Ferens","WR","6-0","200","SR","Clymer, PA"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071279/miranda-schwartz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","Miranda Schwartz","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3912729/trevor-cefalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","Trevor Cefalu","WR","5-8","175","SO","Atlanta, GA"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4070981/claire-kneizys","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","Claire Kneizys","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071273/cami-nwokedi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","Cami Nwokedi","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3912751/hassan-smith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","Hassan Smith","DB","5-9","175","SO","Los Angeles, CA"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071256/kelsey-andrews","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","Kelsey Andrews","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4070977/madison-hendry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","Madison Hendry","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3118878/ephraim-lee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","Ephraim Lee","DB","6-3","200","JR","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4034340/hunter-hayes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","Hunter Hayes","RB","6-2","195","FR","Oakdale, PA"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4070979/rachel-huang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","Rachel Huang","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071272/tahirih-nesmith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","Tahirih Nesmith","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/3134664/kylan-philbert-richardson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","Kylan Philbert-Richardson","DB","6-1","190","JR","Randolph, MA"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4071258/romie-boyd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","Romie Boyd","","0-0","0","--","--"
"","","11/1/2016 9:30:49 PM","http://www.espn.com/college-football/team/roster/_/id/219","http://www.espn.com/college-football/player/_/id/4051330/jacob-martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","Jacob Martin","DB","6-1","195","FR","Buford, GA"
